"Design#", "Name", "Maximum Memory Report", "Pressure Drop 1", "Toutlet Average", "Toutlet Standard Deviation", "Cell Count", "Total Solver Elapsed Time", "Performance", "model_file"
107, Design 107, 12.7939, 1.63432, 17.0107, 0.59692, 2.51345e+06, 35386.3, -1.04951, mf_(2_5,200,135_0,16,12,6).stl
108, Design 108, 13.5802, 1.62565, 17.0297, 0.606887, 2.61274e+06, 35387.9, -1.05907, mf_(2_5,200,135_0,16,12,8).stl
109, Design 109, 14.2005, 1.60721, 17.0344, 0.614298, 2.92883e+06, 35392.8, -1.05887, mf_(2_5,200,135_0,20,0,4).stl
110, Design 110, 15.2909, 1.63881, 17.0256, 0.584664, 2.97245e+06, 35391.3, -1.03148, mf_(2_5,200,135_0,20,0,6).stl
111, Design 111, 15.8422, 1.63067, 17.0193, 0.612285, 3.08498e+06, 35393, -1.07181, mf_(2_5,200,135_0,20,0,8).stl
112, Design 112, 12.9069, 1.58159, 17.0225, 0.58068, 2.61924e+06, 35386.7, -0.987651, mf_(2_5,200,135_0,20,12,4).stl
113, Design 113, 13.4752, 1.60357, 17.0114, 0.605436, 2.71408e+06, 35387.5, -1.0433, mf_(2_5,200,135_0,20,12,6).stl
114, Design 114, 13.6124, 1.61332, 17.0025, 0.62037, 2.81064e+06, 35388.9, -1.0747, mf_(2_5,200,135_0,20,12,8).stl
115, Design 115, 16.1424, 1.61846, 17.017, 0.58429, 3.22134e+06, 35395.6, -1.01804, mf_(2_5,200,135_0,24,0,4).stl
116, Design 116, 16.7358, 1.68682, 17.0273, 0.612046, 3.26398e+06, 35395.8, -1.10772, mf_(2_5,200,135_0,24,0,6).stl
117, Design 117, 16.9452, 1.72013, 17.0388, 0.59564, 3.37987e+06, 35396.8, -1.10195, mf_(2_5,200,135_0,24,0,8).stl
118, Design 118, 14.3607, 1.54729, 17.0087, 0.623924, 2.81455e+06, 35388.9, -1.03693, mf_(2_5,200,135_0,24,12,4).stl
119, Design 119, 14.5256, 1.65484, 17.0231, 0.603704, 2.90615e+06, 35389.5, -1.07335, mf_(2_5,200,135_0,24,12,6).stl
120, Design 120, 14.3831, 1.60448, 16.9927, 0.61596, 3.00774e+06, 35391.2, -1.06225, mf_(2_5,200,135_0,24,12,8).stl
121, Design 121, 12.0583, 1.54925, 17.033, 0.600526, 2.07161e+06, 35381.4, -0.998408, mf_(2_5,200,90_0,12,0,4).stl
122, Design 122, 12.2622, 1.62466, 16.9977, 0.615277, 2.13583e+06, 35382.2, -1.07405, mf_(2_5,200,90_0,12,0,6).stl
123, Design 123, 12.2801, 1.59761, 17.0076, 0.60463, 2.25595e+06, 35383.3, -1.0383, mf_(2_5,200,90_0,12,0,8).stl
124, Design 124, 11.8147, 1.56782, 17.0491, 0.601494, 2.20363e+06, 35382.7, -1.01121, mf_(2_5,200,90_0,12,12,4).stl
125, Design 125, 12.579, 1.60111, 17.0333, 0.581912, 2.29392e+06, 35383.3, -1.00182, mf_(2_5,200,90_0,12,12,6).stl
126, Design 126, 12.4534, 1.62477, 17.0303, 0.597733, 2.39728e+06, 35384.8, -1.04344, mf_(2_5,200,90_0,12,12,8).stl
127, Design 127, 14.01, 1.56334, 17.0446, 0.601311, 2.4971e+06, 35385.8, -1.00824, mf_(2_5,200,90_0,16,0,4).stl
128, Design 128, 13.1878, 1.61261, 17.015, 0.607861, 2.5271e+06, 35386.6, -1.05299, mf_(2_5,200,90_0,16,0,6).stl
129, Design 129, 13.2185, 1.63487, 17.0386, 0.626825, 2.64541e+06, 35387.6, -1.09728, mf_(2_5,200,90_0,16,0,8).stl
130, Design 130, 12.7772, 1.56458, 17.0252, 0.62464, 2.42113e+06, 35385.4, -1.04845, mf_(2_5,200,90_0,16,12,4).stl
131, Design 131, 12.8097, 1.63432, 17.0107, 0.59692, 2.51345e+06, 35385.6, -1.04951, mf_(2_5,200,90_0,16,12,6).stl
132, Design 132, 13.5102, 1.62565, 17.0297, 0.606887, 2.61274e+06, 35387.2, -1.05907, mf_(2_5,200,90_0,16,12,8).stl
133, Design 133, 14.2774, 1.60721, 17.0344, 0.614298, 2.92883e+06, 35391.6, -1.05887, mf_(2_5,200,90_0,20,0,4).stl
134, Design 134, 15.3594, 1.63881, 17.0256, 0.584664, 2.97245e+06, 35390.9, -1.03148, mf_(2_5,200,90_0,20,0,6).stl
135, Design 135, 15.8505, 1.63067, 17.0193, 0.612285, 3.08498e+06, 35393.4, -1.07181, mf_(2_5,200,90_0,20,0,8).stl
136, Design 136, 12.9458, 1.58159, 17.0225, 0.58068, 2.61924e+06, 35386.4, -0.987651, mf_(2_5,200,90_0,20,12,4).stl
137, Design 137, 13.536, 1.60357, 17.0114, 0.605436, 2.71408e+06, 35387.7, -1.0433, mf_(2_5,200,90_0,20,12,6).stl
138, Design 138, 13.6035, 1.61332, 17.0025, 0.62037, 2.81064e+06, 35388.6, -1.0747, mf_(2_5,200,90_0,20,12,8).stl
139, Design 139, 16.1382, 1.61846, 17.017, 0.58429, 3.22134e+06, 35395.5, -1.01804, mf_(2_5,200,90_0,24,0,4).stl
140, Design 140, 16.7435, 1.68682, 17.0273, 0.612046, 3.26398e+06, 35395.8, -1.10772, mf_(2_5,200,90_0,24,0,6).stl
141, Design 141, 16.9552, 1.72013, 17.0388, 0.59564, 3.37987e+06, 35397.1, -1.10195, mf_(2_5,200,90_0,24,0,8).stl
142, Design 142, 14.3911, 1.54729, 17.0087, 0.623924, 2.81455e+06, 35389, -1.03693, mf_(2_5,200,90_0,24,12,4).stl
143, Design 143, 14.5653, 1.65484, 17.0231, 0.603704, 2.90615e+06, 35390.2, -1.07335, mf_(2_5,200,90_0,24,12,6).stl
144, Design 144, 14.3591, 1.60448, 16.9927, 0.61596, 3.00774e+06, 35390.7, -1.06225, mf_(2_5,200,90_0,24,12,8).stl
145, Design 145, , , , , , , -1e+99, mf_(4_0,200,112_5,12,0,4).stl
146, Design 146, , , , , , , -1e+99, mf_(4_0,200,112_5,12,0,6).stl
147, Design 147, , , , , , , -1e+99, mf_(4_0,200,112_5,12,0,8).stl
148, Design 148, , , , , , , -1e+99, mf_(4_0,200,112_5,12,12,4).stl
149, Design 149, , , , , , , -1e+99, mf_(4_0,200,112_5,12,12,6).stl
150, Design 150, , , , , , , -1e+99, mf_(4_0,200,112_5,12,12,8).stl
151, Design 151, , , , , , , -1e+99, mf_(4_0,200,112_5,16,0,4).stl
152, Design 152, 11.0442, 1.64798, 17.0168, 0.602155, 1.48212e+06, 35374.6, -1.06669, mf_(4_0,200,112_5,16,0,6).stl
153, Design 153, 10.5115, 1.72783, 17.0186, 0.589297, 1.48098e+06, 35375, -1.09778, mf_(4_0,200,112_5,16,0,8).stl
154, Design 154, 10.0825, 1.63432, 17.0376, 0.577221, 1.40353e+06, 35373.7, -1.01563, mf_(4_0,200,112_5,16,12,4).stl
155, Design 155, 10.555, 1.68341, 17.0033, 0.582509, 1.48672e+06, 35374.8, -1.05846, mf_(4_0,200,112_5,16,12,6).stl
156, Design 156, 10.8605, 1.71501, 17.0346, 0.591894, 1.55877e+06, 35375.1, -1.0927, mf_(4_0,200,112_5,16,12,8).stl
157, Design 157, 12.3136, 1.6411, 17.038, 0.618031, 2.0954e+06, 35381.3, -1.08698, mf_(4_0,200,112_5,20,0,4).stl
158, Design 158, 12.1342, 1.64435, 17.0228, 0.600499, 1.95644e+06, 35379.7, -1.06124, mf_(4_0,200,112_5,20,0,6).stl
159, Design 159, 11.8407, 1.68979, 16.9965, 0.607141, 1.92285e+06, 35379.4, -1.10344, mf_(4_0,200,112_5,20,0,8).stl
160, Design 160, 10.6594, 1.57878, 17.0309, 0.588514, 1.62706e+06, 35376, -0.998167, mf_(4_0,200,112_5,20,12,4).stl
161, Design 161, 10.9112, 1.68725, 17.0267, 0.602609, 1.609e+06, 35375.6, -1.09256, mf_(4_0,200,112_5,20,12,6).stl
162, Design 162, 11.0227, 1.70962, 17.0141, 0.592923, 1.63777e+06, 35375.8, -1.09207, mf_(4_0,200,112_5,20,12,8).stl
163, Design 163, , , , , , , -1e+99, mf_(4_0,200,112_5,24,0,4).stl
164, Design 164, , , , , , , -1e+99, mf_(4_0,200,112_5,24,0,6).stl
165, Design 165, 13.1652, 1.83563, 17.03, 0.630157, 2.29754e+06, 35384.1, -1.23472, mf_(4_0,200,112_5,24,0,8).stl
166, Design 166, , , , , , , -1e+99, mf_(4_0,200,112_5,24,12,4).stl
167, Design 167, , , , , , , -1e+99, mf_(4_0,200,112_5,24,12,6).stl
168, Design 168, , , , , , , -1e+99, mf_(4_0,200,112_5,24,12,8).stl
169, Design 169, , , , , , , -1e+99, mf_(4_0,200,135_0,12,0,4).stl
170, Design 170, , , , , , , -1e+99, mf_(4_0,200,135_0,12,0,6).stl
171, Design 171, , , , , , , -1e+99, mf_(4_0,200,135_0,12,0,8).stl
172, Design 172, , , , , , , -1e+99, mf_(4_0,200,135_0,12,12,4).stl
173, Design 173, , , , , , , -1e+99, mf_(4_0,200,135_0,12,12,6).stl
174, Design 174, , , , , , , -1e+99, mf_(4_0,200,135_0,12,12,8).stl
175, Design 175, , , , , , , -1e+99, mf_(4_0,200,135_0,16,0,4).stl
176, Design 176, 11.0468, 1.64798, 17.0168, 0.602155, 1.48212e+06, 35374.5, -1.06669, mf_(4_0,200,135_0,16,0,6).stl
177, Design 177, 10.5485, 1.72783, 17.0186, 0.589297, 1.48098e+06, 35374.8, -1.09778, mf_(4_0,200,135_0,16,0,8).stl
178, Design 178, 10.0496, 1.63432, 17.0376, 0.577221, 1.40353e+06, 35373.5, -1.01563, mf_(4_0,200,135_0,16,12,4).stl
179, Design 179, 10.502, 1.68341, 17.0033, 0.582509, 1.48672e+06, 35374.5, -1.05846, mf_(4_0,200,135_0,16,12,6).stl
180, Design 180, 10.8584, 1.71501, 17.0346, 0.591894, 1.55877e+06, 35375.4, -1.0927, mf_(4_0,200,135_0,16,12,8).stl
181, Design 181, 12.3918, 1.6411, 17.038, 0.618031, 2.0954e+06, 35381.3, -1.08698, mf_(4_0,200,135_0,20,0,4).stl
182, Design 182, 12.154, 1.64435, 17.0228, 0.600499, 1.95644e+06, 35379.6, -1.06124, mf_(4_0,200,135_0,20,0,6).stl
183, Design 183, 11.7514, 1.68979, 16.9965, 0.607141, 1.92285e+06, 35379.5, -1.10344, mf_(4_0,200,135_0,20,0,8).stl
184, Design 184, 10.6497, 1.57878, 17.0309, 0.588514, 1.62706e+06, 35375.5, -0.998167, mf_(4_0,200,135_0,20,12,4).stl
185, Design 185, 10.9041, 1.68725, 17.0267, 0.602609, 1.609e+06, 35375.9, -1.09256, mf_(4_0,200,135_0,20,12,6).stl
186, Design 186, 10.9521, 1.70962, 17.0141, 0.592923, 1.63777e+06, 35376.1, -1.09207, mf_(4_0,200,135_0,20,12,8).stl
187, Design 187, , , , , , , -1e+99, mf_(4_0,200,135_0,24,0,4).stl
188, Design 188, , , , , , , -1e+99, mf_(4_0,200,135_0,24,0,6).stl
189, Design 189, 13.1738, 1.83563, 17.03, 0.630157, 2.29754e+06, 35383.8, -1.23472, mf_(4_0,200,135_0,24,0,8).stl
190, Design 190, , , , , , , -1e+99, mf_(4_0,200,135_0,24,12,4).stl
191, Design 191, , , , , , , -1e+99, mf_(4_0,200,135_0,24,12,6).stl
192, Design 192, , , , , , , -1e+99, mf_(4_0,200,135_0,24,12,8).stl
193, Design 193, , , , , , , -1e+99, mf_(4_0,200,90_0,12,0,4).stl
194, Design 194, , , , , , , -1e+99, mf_(4_0,200,90_0,12,0,6).stl
195, Design 195, , , , , , , -1e+99, mf_(4_0,200,90_0,12,0,8).stl
